CustomerKey,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,Continent,City,State,Customer Type,CountryRegion,CompanyName
12884,"Russell, Jackson",22-11-1969 00:00,M,M,80000,3,0,Graduate Degree,Professional,North America,Oakland,California,Person,United States,
12885,"Ross, Ethan",23-03-1969 00:00,M,M,80000,3,0,Graduate Degree,Professional,North America,Santa Cruz,California,Person,United States,
12886,"Morris, Angela",06-06-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,North America,Spring Valley,California,Person,United States,
12887,"Stewart, Sean",16-12-1969 00:00,M,M,80000,3,0,Graduate Degree,Professional,North America,West Covina,California,Person,United States,
13357,"Zhang, Wesley",09-08-1959 00:00,S,M,80000,2,0,Graduate Degree,Professional,North America,Burbank,California,Person,United States,
14106,"Nara, Warren",20-11-1959 00:00,S,M,80000,4,0,Graduate Degree,Professional,North America,Concord,California,Person,United States,
14401,"Jai, Kyle",15-10-1971 00:00,M,M,80000,1,0,Graduate Degree,Professional,North America,Spring Valley,California,Person,United States,
14402,"Young, Gabriel",01-04-1971 00:00,M,M,80000,1,0,Graduate Degree,Professional,North America,Woodland Hills,California,Person,United States,
14430,"Rana, Candace",03-04-1969 00:00,S,F,80000,2,0,Graduate Degree,Professional,North America,Coronado,California,Person,United States,
14431,"Hall, Alyssa",07-07-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,North America,Santa Monica,California,Person,United States,
15012,"Yanagishima, Daisuke",11-03-1959 00:00,S,F,80000,2,0,Graduate Degree,Professional,North America,Burlingame,California,Person,United States,
15329,"Anderson, Edward",08-04-1970 00:00,S,M,80000,2,0,Graduate Degree,Professional,North America,Redwood City,California,Person,United States,
15343,"Griffin, Eduardo",16-08-1969 00:00,S,M,80000,3,0,Graduate Degree,Professional,North America,National City,California,Person,United States,
15642,"Xie, Arturo",05-08-1959 00:00,S,M,80000,1,0,Graduate Degree,Professional,North America,Bellflower,California,Person,United States,
15650,"Perry, Emily",08-10-1958 00:00,S,F,80000,5,0,Graduate Degree,Professional,North America,Concord,California,Person,United States,
16447,"Jones, Tyler",08-06-1969 00:00,S,M,80000,3,0,Graduate Degree,Professional,North America,Santa Monica,California,Person,United States,
16448,"Hayes, Miranda",28-04-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,North America,Woodland Hills,California,Person,United States,
16572,"Gao, Shannon",21-04-1959 00:00,M,F,80000,4,0,Graduate Degree,Professional,North America,Colma,California,Person,United States,
17067,"Taylor, Justin",16-04-1969 00:00,M,M,80000,2,0,Graduate Degree,Professional,North America,Downey,California,Person,United States,
17068,"Bennett, Olivia",12-12-1969 00:00,M,F,80000,3,0,Graduate Degree,Professional,North America,Lemon Grove,California,Person,United States,
17069,"Wood, Amanda",13-10-1969 00:00,S,F,80000,3,0,Graduate Degree,Professional,North America,Newport Beach,California,Person,United States,
17675,"Yang, Nathan",17-07-1970 00:00,M,M,80000,2,0,Graduate Degree,Professional,North America,Santa Monica,California,Person,United States,
18167,"Hernandez, Jaime",02-05-1959 00:00,S,M,80000,2,0,Graduate Degree,Professional,North America,Berkeley,California,Person,United States,
18169,"Romero, Derrick",26-02-1959 00:00,S,M,80000,4,0,Graduate Degree,Professional,North America,Chula Vista,California,Person,United States,
504,"Wu, Dennis",13-10-1930 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Coronado,California,Person,United States,
624,"Perry, Angela",27-06-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Fremont,California,Person,United States,
625,"Smith, Ryan",23-03-1973 00:00,S,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Mill Valley,California,Person,United States,
626,"Moore, Zachary",19-01-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Palo Alto,California,Person,United States,
627,"Rogers, Destiny",14-06-1973 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,San Francisco,California,Person,United States,
774,"Diaz, Gavin",06-07-1973 00:00,S,M,50000,1,0,Graduate Degree,Skilled Manual,North America,El Cajon,California,Person,United States,
775,"Sanchez, Emma",12-04-1973 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,National City,California,Person,United States,
776,"Roberts, Sierra",25-05-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Palo Alto,California,Person,United States,
777,"Mitchell, Seth",03-07-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Santa Cruz,California,Person,United States,
1413,"Wright, Mackenzie",20-10-1930 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Downey,California,Person,United States,
1882,"Edwards, Isabella",14-11-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Burbank,California,Person,United States,
1883,"Allen, Eduardo",27-03-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,San Carlos,California,Person,United States,
2855,"Parker, Kyle",09-11-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Chula Vista,California,Person,United States,
2856,"Washington, Sarah",06-08-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Colma,California,Person,United States,
3365,"Rai, Mario",09-03-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Berkeley,California,Person,United States,
3366,"Ward, Evan",19-05-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Long Beach,California,Person,United States,
4289,"Perry, Logan",28-03-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Chula Vista,California,Person,United States,
4863,"Narayanan, Sriniwa",07-12-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Burbank,California,Person,United States,
5213,"Rivera, Jacqueline",03-01-1930 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Chula Vista,California,Person,United States,
5767,"Arun, Summer",04-08-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Beverly Hills,California,Person,United States,
5768,"Liu, Rafael",05-04-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Burbank,California,Person,United States,
5769,"Barnes, Eduardo",10-07-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Concord,California,Person,United States,
6691,"Gonzalez, Jenna",15-12-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Chula Vista,California,Person,United States,
6695,"Carter, Joan",06-08-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Lincoln Acres,California,Person,United States,
6696,"Washington, Hunter",15-05-1973 00:00,S,M,50000,1,0,Graduate Degree,Skilled Manual,North America,San Carlos,California,Person,United States,
6697,"Simmons, Madison",21-04-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,North America,San Gabriel,California,Person,United States,
6698,"Gray, Nathaniel",07-08-1972 00:00,S,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Downey,California,Person,United States,
8236,"Bennett, Kayla",05-08-1972 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Colma,California,Person,United States,
9119,"Henderson, Jacqueline",13-08-1972 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Spring Valley,California,Person,United States,
9786,"Taylor, Isabella",21-02-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Palo Alto,California,Person,United States,
9787,"Perez, Marcus",20-11-1972 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Glendale,California,Person,United States,
10688,"Brown, Sarah",11-01-1974 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,El Cajon,California,Person,United States,
10724,"Huang, Tiffany",09-03-1972 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Burlingame,California,Person,United States,
10725,"Yang, Mandy",12-09-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Concord,California,Person,United States,
11039,"Jackson, Isabella",18-02-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Grossmont,California,Person,United States,
11040,"Simmons, Marissa",16-03-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Lemon Grove,California,Person,United States,
11041,"Brown, Devin",16-10-1974 00:00,M,M,50000,0,0,Partial College,Skilled Manual,North America,Woodland Hills,California,Person,United States,
11331,"Walker, Jose",03-04-1974 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Concord,California,Person,United States,
11373,"Perry, Melanie",25-08-1972 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,San Gabriel,California,Person,United States,
11992,"Jenkins, Morgan",25-07-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Colma,California,Person,United States,
12113,"Butler, James",01-12-1974 00:00,S,M,50000,0,0,High School,Skilled Manual,North America,Daly City,California,Person,United States,
12581,"Jones, Ryan",08-06-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Concord,California,Person,United States,
12582,"Hill, Jan",04-11-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Torrance,California,Person,United States,
12819,"Gonzales, Cassidy",16-11-1972 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,North America,Chula Vista,California,Person,United States,
13293,"Brooks, Mackenzie",06-03-1974 00:00,M,F,50000,0,0,High School,Skilled Manual,North America,Glendale,California,Person,United States,
13294,"Rivera, Anna",19-10-1974 00:00,M,F,50000,0,0,High School,Skilled Manual,North America,Lincoln Acres,California,Person,United States,
13518,"Harris, Brandon",25-06-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Daly City,California,Person,United States,
13519,"Allen, Stephanie",20-04-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Lakewood,California,Person,United States,
13520,"King, Carlos",13-06-1974 00:00,M,M,50000,0,0,Partial College,Skilled Manual,North America,Redwood City,California,Person,United States,
13729,"Diaz, Julia",11-08-1974 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,North America,San Francisco,California,Person,United States,
13773,"Russell, Greg",22-05-1972 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Novato,California,Person,United States,
14283,"Perez, Gabriel",10-01-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Coronado,California,Person,United States,
14284,"Howard, Caitlin",04-09-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Los Angeles,California,Person,United States,
14376,"Flores, Carson",21-03-1972 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,North America,Spring Valley,California,Person,United States,
14377,"Griffin, Alexis",06-05-1972 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Mill Valley,California,Person,United States,
15199,"Taylor, Alyssa",21-04-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Lincoln Acres,California,Person,United States,
15200,"White, Matthew",06-10-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Woodland Hills,California,Person,United States,
15242,"Lal, James",19-03-1974 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Palo Alto,California,Person,United States,
15284,"Diaz, Jeremiah",19-10-1972 00:00,S,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Woodland Hills,California,Person,United States,
15287,"Phillips, Evan",07-12-1972 00:00,S,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Santa Monica,California,Person,United States,
15580,"Hayes, Hunter",22-05-1974 00:00,S,M,50000,0,0,High School,Skilled Manual,North America,Santa Monica,California,Person,United States,
15804,"Bennett, Xavier",07-02-1974 00:00,M,M,50000,0,0,Partial College,Skilled Manual,North America,Los Angeles,California,Person,United States,
15805,"Sanders, Trinity",12-11-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Spring Valley,California,Person,United States,
16060,"Perry, Hunter",04-10-1972 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Berkeley,California,Person,United States,
16194,"Miller, Daniel",18-05-1974 00:00,S,M,50000,0,0,Graduate Degree,Skilled Manual,North America,Lincoln Acres,California,Person,United States,
16242,"Butler, Oscar",17-12-1972 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,North America,West Covina,California,Person,United States,
16755,"Gonzalez, Marcus",14-01-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,La Jolla,California,Person,United States,
16756,"Jenkins, Alyssa",13-09-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Woodland Hills,California,Person,United States,
16915,"Foster, Jasmine",10-08-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Coronado,California,Person,United States,
16916,"Green, Jordan",25-04-1974 00:00,S,F,50000,0,0,Partial College,Skilled Manual,North America,Imperial Beach,California,Person,United States,
16917,"Carter, Aaron",19-03-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Woodland Hills,California,Person,United States,
17129,"Lee, Jeremiah",20-04-1974 00:00,M,M,50000,0,0,High School,Skilled Manual,North America,El Cajon,California,Person,United States,
17643,"Ward, Lauren",05-07-1971 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Colma,California,Person,United States,
17766,"Gonzales, Abigail",25-02-1974 00:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,North America,San Carlos,California,Person,United States,
17816,"James, Lauren",25-04-1971 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,North America,Torrance,California,Person,United States,
17866,"Reed, Alex",05-01-1974 00:00,M,M,50000,0,0,Partial College,Skilled Manual,North America,Concord,California,Person,United States,
17867,"Adams, Aaron",05-02-1974 00:00,S,M,50000,0,0,Partial College,Skilled Manual,North America,Downey,California,Person,United States,
17868,"Martinez, Natalie",21-04-1974 00:00,M,F,50000,0,0,Partial College,Skilled Manual,North America,Los Angeles,California,Person,United States,
17869,"Chen, Jason",06-02-1974 00:00,M,M,50000,0,0,Partial College,Skilled Manual,North America,Newport Beach,California,Person,United States,
18110,"Miller, Elizabeth",17-07-1974 00:00,M,F,50000,0,0,High School,Skilled Manual,North America,San Francisco,California,Person,United States,
7880,"Morgan, Garrett",26-09-1941 00:00,M,M,50000,4,0,Bachelors,Management,North America,Colma,California,Person,United States,
7967,"Rai, Carly",18-10-1942 00:00,M,F,50000,4,0,Bachelors,Management,North America,Berkeley,California,Person,United States,
8748,"Rai, Louis",19-12-1942 00:00,M,M,50000,4,0,Bachelors,Management,North America,Concord,California,Person,United States,
9396,"Rogers, Katherine",14-08-1941 00:00,S,F,50000,4,0,Bachelors,Management,North America,Burlingame,California,Person,United States,
9397,"Simmons, Jason",24-05-1941 00:00,S,M,50000,4,0,Bachelors,Management,North America,Coronado,California,Person,United States,
9398,"Gray, Isaiah",23-09-1941 00:00,M,M,50000,4,0,Bachelors,Management,North America,Grossmont,California,Person,United States,
9401,"Henderson, Sydney",21-09-1942 00:00,M,F,50000,4,0,Bachelors,Management,North America,Fremont,California,Person,United States,
9402,"Jenkins, Hannah",11-04-1942 00:00,M,F,50000,4,0,Bachelors,Management,North America,Burlingame,California,Person,United States,
9485,"Morgan, Gabriella",22-02-1942 00:00,S,F,50000,4,0,Bachelors,Management,North America,Palo Alto,California,Person,United States,
9486,"Reed, Richard",15-07-1942 00:00,M,M,50000,4,0,Bachelors,Management,North America,Los Angeles,California,Person,United States,
10155,"Clark, Michael",10-02-1928 00:00,M,M,50000,1,0,Graduate Degree,Professional,North America,Mill Valley,California,Person,United States,
10443,"Cook, Savannah",22-05-1942 00:00,S,F,50000,4,0,Bachelors,Management,North America,La Jolla,California,Person,United States,
10750,"Williams, Ashley",25-02-1942 00:00,S,F,50000,4,0,Bachelors,Management,North America,Colma,California,Person,United States,
11143,"Alonso, Nelson",10-04-1941 00:00,M,M,50000,4,0,Bachelors,Management,North America,Burlingame,California,Person,United States,
11147,"Chen, Benjamin",21-10-1942 00:00,S,M,50000,4,0,Bachelors,Management,North America,Torrance,California,Person,United States,
12670,"Torres, Sean",03-05-1937 00:00,S,M,50000,3,0,Graduate Degree,Management,North America,Oakland,California,Person,United States,
12681,"Powell, Anna",12-10-1941 00:00,M,F,50000,3,0,Bachelors,Management,North America,Beverly Hills,California,Person,United States,
12684,"Alonso, Dana",02-05-1942 00:00,M,F,50000,4,0,Bachelors,Management,North America,Bellflower,California,Person,United States,
12685,"Rodriguez, Jasmine",04-01-1942 00:00,S,F,50000,4,0,Bachelors,Management,North America,Grossmont,California,Person,United States,
13641,"Yang, Lisa",22-08-1941 00:00,S,F,50000,4,0,Bachelors,Management,North America,Beverly Hills,California,Person,United States,
13934,"Sanchez, Regina",25-05-1937 00:00,S,F,50000,3,0,Graduate Degree,Management,North America,Burbank,California,Person,United States,
13935,"Tang, Lindsay",22-04-1937 00:00,S,F,50000,3,0,Graduate Degree,Management,North America,Coronado,California,Person,United States,
13949,"Carter, Nathan",01-03-1941 00:00,M,M,50000,3,0,Bachelors,Management,North America,Downey,California,Person,United States,
13951,"Alexander, Stephanie",28-09-1941 00:00,S,F,50000,4,0,Bachelors,Management,North America,Torrance,California,Person,United States,
14837,"Luo, Jaime",19-12-1937 00:00,M,M,50000,3,0,Graduate Degree,Management,North America,Berkeley,California,Person,United States,
14838,"Cook, Timothy",26-10-1937 00:00,M,M,50000,3,0,Graduate Degree,Management,North America,Newport Beach,California,Person,United States,
14850,"Cooper, Danielle",26-07-1941 00:00,M,F,50000,3,0,Bachelors,Management,North America,Burbank,California,Person,United States,
15453,"Martinez, James",17-04-1937 00:00,S,M,50000,3,0,Graduate Degree,Management,North America,West Covina,California,Person,United States,
15466,"Evans, Andrea",05-06-1941 00:00,S,F,50000,3,0,Bachelors,Management,North America,Lincoln Acres,California,Person,United States,
15468,"Brooks, Nicole",22-08-1941 00:00,S,F,50000,3,0,Bachelors,Management,North America,Mill Valley,California,Person,United States,
15469,"Brown, Alyssa",14-05-1941 00:00,M,F,50000,3,0,Bachelors,Management,North America,Newport Beach,California,Person,United States,
15470,"Alvarez, Joy",06-11-1941 00:00,S,F,50000,3,0,Bachelors,Management,North America,Berkeley,California,Person,United States,
15471,"Cooper, Marcus",18-11-1941 00:00,M,M,50000,4,0,Bachelors,Management,North America,Mill Valley,California,Person,United States,
15472,"Perez, Edward",13-02-1942 00:00,M,M,50000,4,0,Bachelors,Management,North America,San Carlos,California,Person,United States,
15473,"Hughes, David",08-03-1942 00:00,S,M,50000,4,0,Bachelors,Management,North America,Spring Valley,California,Person,United States,
16383,"Chapman, Kaitlin",16-06-1937 00:00,S,F,50000,3,0,Graduate Degree,Management,North America,Colma,California,Person,United States,
16393,"Romero, Felicia",25-08-1941 00:00,M,F,50000,4,0,Bachelors,Management,North America,Bellflower,California,Person,United States,
16997,"Alexander, Angela",21-05-1937 00:00,M,F,50000,3,0,Graduate Degree,Management,North America,Mill Valley,California,Person,United States,
16998,"Malhotra, Lydia",25-09-1937 00:00,S,F,50000,3,0,Graduate Degree,Management,North America,Burlingame,California,Person,United States,
17007,"Torres, Seth",10-04-1941 00:00,S,M,50000,3,0,Bachelors,Management,North America,Long Beach,California,Person,United States,
17008,"Ye, Clayton",04-10-1941 00:00,M,M,50000,3,0,Bachelors,Management,North America,Beverly Hills,California,Person,United States,
17010,"Washington, Arianna",14-07-1942 00:00,S,F,50000,4,0,Bachelors,Management,North America,La Jolla,California,Person,United States,
17986,"Taylor, Andrew",03-02-1942 00:00,S,M,50000,4,0,Bachelors,Management,North America,West Covina,California,Person,United States,
91,"Bryant, Trevor",17-12-1957 00:00,S,M,90000,2,0,Partial College,Professional,North America,Los Angeles,California,Person,United States,
946,"Huang, Dennis",11-09-1980 00:00,M,M,20000,0,0,Partial College,Skilled Manual,North America,Concord,California,Person,United States,
1979,"James, Danielle",15-11-1928 00:00,M,F,20000,3,0,High School,Skilled Manual,North America,Burbank,California,Person,United States,
2040,"Ma, Trisha",20-08-1980 00:00,S,F,20000,0,0,Partial College,Skilled Manual,North America,Coronado,California,Person,United States,
3649,"Evans, Eric",24-06-1928 00:00,S,M,90000,5,0,Graduate Degree,Professional,North America,National City,California,Person,United States,
3731,"Ferrier, Jerry",17-02-1953 00:00,M,M,20000,2,0,High School,Manual,North America,Bellflower,California,Person,United States,
4018,"Ramirez, Amanda",22-10-1980 00:00,S,F,20000,0,0,Partial College,Skilled Manual,North America,Los Angeles,California,Person,United States,
4203,"Bryant, Blake",26-10-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,Fremont,California,Person,United States,
4204,"Lewis, David",17-09-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,Downey,California,Person,United States,
5341,"Mitchell, Sean",24-12-1980 00:00,S,M,20000,0,0,Partial College,Skilled Manual,North America,Imperial Beach,California,Person,United States,
6499,"Martin, Daniel",19-08-1980 00:00,S,M,20000,0,0,Partial College,Skilled Manual,North America,Redwood City,California,Person,United States,
6659,"Howard, Jade",06-03-1929 00:00,M,F,20000,2,0,High School,Manual,North America,Santa Cruz,California,Person,United States,
7059,"Patterson, Riley",04-03-1928 00:00,S,F,20000,3,0,High School,Skilled Manual,North America,Berkeley,California,Person,United States,
7644,"Thomas, Joshua",25-06-1931 00:00,M,M,110000,4,0,Graduate Degree,Professional,North America,Santa Monica,California,Person,United States,
7648,"Huang, Christy",19-06-1953 00:00,S,F,20000,2,0,High School,Manual,North America,Chula Vista,California,Person,United States,
8204,"Navarro, Darren",13-06-1953 00:00,S,M,20000,2,0,High School,Manual,North America,Beverly Hills,California,Person,United States,
8207,"Cooper, Destiny",12-02-1953 00:00,M,F,20000,2,0,High School,Manual,North America,Imperial Beach,California,Person,United States,
8405,"Moore, Nicole",15-08-1928 00:00,M,F,10000,4,0,High School,Skilled Manual,North America,Berkeley,California,Person,United States,
9084,"Kumar, Terry",14-06-1953 00:00,M,M,20000,2,0,High School,Manual,North America,Beverly Hills,California,Person,United States,
9140,"Wright, Connor",08-02-1979 00:00,M,M,10000,0,0,Bachelors,Manual,North America,Santa Monica,California,Person,United States,
9467,"Jai, Benjamin",04-02-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,Palo Alto,California,Person,United States,
9738,"Griffin, Victoria",03-07-1929 00:00,M,F,20000,2,0,Partial College,Clerical,North America,San Diego,California,Person,United States,
9742,"Foster, Jocelyn",26-09-1953 00:00,S,F,20000,2,0,High School,Manual,North America,Lemon Grove,California,Person,United States,
9745,"Barnes, Amanda",01-03-1953 00:00,M,F,20000,2,0,High School,Manual,North America,Bellflower,California,Person,United States,
10699,"She, Tracy",18-07-1953 00:00,M,F,20000,2,0,High School,Manual,North America,Concord,California,Person,United States,
10941,"Sharma, Alejandro",24-07-1959 00:00,M,M,90000,5,0,Graduate Degree,Professional,North America,Coronado,California,Person,United States,
11223,"Hill, Angel",24-07-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,Torrance,California,Person,United States,
11224,"Parker, Gabrielle",11-04-1957 00:00,M,F,90000,2,0,Partial College,Professional,North America,Mill Valley,California,Person,United States,
11225,"Alexander, Katherine",03-03-1957 00:00,M,F,90000,2,0,Partial College,Professional,North America,Chula Vista,California,Person,United States,
11332,"Yuan, Michele",20-09-1929 00:00,M,F,20000,2,0,Partial College,Clerical,North America,Chula Vista,California,Person,United States,
11338,"Jenkins, Haley",03-04-1953 00:00,M,F,20000,2,0,High School,Manual,North America,Colma,California,Person,United States,
11339,"Russell, Thomas",26-03-1953 00:00,M,M,20000,2,0,High School,Manual,North America,Daly City,California,Person,United States,
11341,"Young, Isaac",02-10-1953 00:00,M,M,20000,2,0,High School,Manual,North America,Santa Cruz,California,Person,United States,
12139,"Peterson, Angela",26-08-1957 00:00,S,F,90000,2,0,Partial College,Professional,North America,Beverly Hills,California,Person,United States,
12191,"Ramirez, Nathaniel",10-03-1921 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Bellflower,California,Person,United States,
12253,"Wood, Alexia",20-06-1953 00:00,S,F,20000,2,0,High School,Manual,North America,Oakland,California,Person,United States,
12255,"Gonzalez, Jack",24-09-1953 00:00,S,M,20000,2,0,High School,Manual,North America,Chula Vista,California,Person,United States,
12455,"Wang, Ryan",03-10-1957 00:00,S,M,90000,2,0,Partial College,Professional,North America,Santa Monica,California,Person,United States,
12694,"Jenkins, Jacqueline",09-11-1945 00:00,S,F,20000,5,0,Partial High School,Clerical,North America,San Francisco,California,Person,United States,
12798,"Perez, Nathan",02-03-1956 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Long Beach,California,Person,United States,
13651,"Baker, Julia",07-03-1945 00:00,S,F,20000,5,0,Partial High School,Clerical,North America,Lincoln Acres,California,Person,United States,
14342,"Cook, Kaitlyn",25-05-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,La Jolla,California,Person,United States,
14344,"Simmons, Carol",23-09-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,National City,California,Person,United States,
14346,"Powell, Olivia",12-02-1956 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Mill Valley,California,Person,United States,
14417,"Coleman, Jack",06-06-1919 00:00,M,M,20000,3,0,Partial High School,Clerical,North America,San Diego,California,Person,United States,
14861,"Thomas, Justin",27-05-1945 00:00,S,M,20000,5,0,Partial High School,Clerical,North America,Burbank,California,Person,United States,
14979,"Perez, Morgan",23-11-1925 00:00,S,F,90000,5,0,Bachelors,Professional,North America,La Jolla,California,Person,United States,
15043,"Griffin, Devin",06-10-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,Long Beach,California,Person,United States,
15258,"Jimenez, Hector",25-01-1955 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Burlingame,California,Person,United States,
15265,"Lal, Elijah",23-08-1956 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,West Covina,California,Person,United States,
15481,"Patterson, Jacqueline",22-06-1945 00:00,S,F,20000,5,0,Partial High School,Clerical,North America,Novato,California,Person,United States,
16036,"Long, Ana",15-04-1956 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Spring Valley,California,Person,United States,
16210,"Rodriguez, Erick",13-07-1955 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Burlingame,California,Person,United States,
16211,"Flores, Hunter",17-02-1955 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Burbank,California,Person,United States,
16215,"Zimmerman, Bianca",03-06-1956 00:00,M,F,20000,3,0,Partial High School,Clerical,North America,Beverly Hills,California,Person,United States,
17017,"Sanders, Cody",21-11-1945 00:00,S,M,20000,5,0,Partial High School,Clerical,North America,Newport Beach,California,Person,United States,
17225,"Henderson, Spencer",03-02-1957 00:00,S,M,90000,2,0,Partial College,Professional,North America,Newport Beach,California,Person,United States,
17226,"Ross, Robert",13-09-1957 00:00,M,M,90000,2,0,Partial College,Professional,North America,San Diego,California,Person,United States,
17592,"Collins, Mary",14-08-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Fremont,California,Person,United States,
17593,"Johnson, Alyssa",24-07-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,San Gabriel,California,Person,United States,
17594,"Peterson, Faith",07-01-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Newport Beach,California,Person,United States,
17596,"James, Xavier",09-02-1955 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Lemon Grove,California,Person,United States,
17597,"Butler, Haley",05-10-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Redwood City,California,Person,United States,
17598,"Harris, Brianna",26-06-1955 00:00,S,F,20000,3,0,Partial High School,Clerical,North America,Novato,California,Person,United States,
17604,"Bell, Brian",06-09-1956 00:00,M,M,20000,3,0,Partial High School,Clerical,North America,San Carlos,California,Person,United States,
17606,"Coleman, Caleb",23-09-1956 00:00,S,M,20000,3,0,Partial High School,Clerical,North America,Glendale,California,Person,United States,
